,0.12,0.403,0.597,15.0,62.0,79.0,458.0,758.0,805.0,3173.0,4246.0,5381.0,10237.0,11991.0,16429.0,18358.0,35074.0,51901.0,76738.0,86975.0
intercept,-0.5359716657253221,-0.3315415805196081,-0.4937162970328317,-0.46361460787931974,-0.43549824534409065,-0.4448722217046455,0.03689262772071621,0.34199800185631823,0.44139692760274785,2.3807380822136586,1.5038975766217029,-0.5228222491665533,-0.29751519498096834,0.3795519606047767,1.3564606376769497,0.9486066170846947,-0.13152309409036272,-0.14241711725792458,-0.5511894458609036,-3.038860711818576
acf,-0.06617205017326748,-0.05113293873007861,-0.0502924102786265,-0.03458176763609953,-0.06858585053779624,-0.06724240982093312,-0.07527350059448969,-0.0856106981491289,-0.019030230367050413,-0.2696919120105302,-0.39707561429622146,-1.003895853495821,-0.7055294938473192,-0.07889826964115307,-0.48914408172285534,1.5923136727354974,0.30254554576966103,0.3298187022693685,0.8893598568072885,0.3481193037195665
acl,-0.032979185832894546,0.19811348563605755,-0.0015331210262560404,-0.033213685426934626,-0.03324370115339384,-0.03316670078537766,-0.03696265226524645,-0.048266840008668904,-0.052322229665878996,-0.3592271656070617,-0.285028242701742,-0.2920847336321726,-0.6587417876410341,0.0293570628036459,0.16062486062760742,-0.012111336368165295,0.8986651659587537,-0.35043217750930944,0.5367290654916362,0.40582391910644444
ahrq,-0.08187040471325227,0.07028847020743492,-0.06716719892670871,-0.08299950839543997,-0.08290567032214044,-0.08166264761487121,-0.08980231448600445,-0.09487139952295116,-0.10007314482369258,0.41592369868243595,-0.2958926053778047,-0.2580696539589599,-0.41297820608051883,-0.03527064730214286,-0.25151324989674273,0.023692083753750186,0.9425430526126874,-0.42412647032523293,0.4947921176597656,0.41196369883042055
aspr,-0.9415222486845738,-0.9602083488926381,-0.92794506259907,-0.933761160776966,-0.9895650944798294,-0.9663244867670935,-1.0715160559232697,-1.1130739481823828,-1.1312811328867844,0.63481480224101,-0.6391151505387932,2.1841896641435086,2.422370756064186,-0.4083947369856318,2.4562283902745654,0.3861757669096532,-0.390034739237548,1.3062300575913641,-0.8001527939885357,1.882885522718877
Centers for Disease Control and Prevention,-0.5427465808491128,-0.5404510072457247,-0.5458139831258668,-0.5502161956802281,-0.32450465158078173,-0.5447207994055308,-0.14440640445597877,-0.3527956540005437,-0.3133515223607782,0.15529443562284848,-0.44381459297529086,0.9410558501687207,-0.2581266545393445,-0.14712781584563261,1.5793960857151506,0.08233017390247833,0.47210600500076927,0.3048296299273291,0.19996403146540406,0.9730996502621362
Centers for Medicare and Medicaid Services,-0.2642944813847288,-0.26231161647724655,-0.2624248099517254,-0.26425607276846147,-0.2705681837052009,-0.2633986698614595,-0.2955190945724133,-0.27575950542638655,-0.3009454299601864,0.01969891982311959,2.0468225866007077,-0.4158388184406332,-0.5950763294892792,-0.10404688548083496,-0.5304120172807149,-0.09734570378616493,0.3377284902362071,0.5352787469513914,0.9363347754382136,0.3263340995358182
Food and Drug Administration,-0.33312912184071714,-0.33161699585313725,-0.3358004312845939,-0.33741124612200907,-0.34391675385450565,-0.3059374559168603,-0.3483439128322135,-0.1873551200813951,-0.35171649290034634,-0.9699635268830425,-0.5104221431593973,0.8230782154891346,0.4958693767756604,-0.16151168148727918,-0.8494055603422592,2.0196111181743217,-0.16879772501333964,0.9052835166941683,0.5135898929776578,0.7778960474601738
hrsa,-0.34707767783206755,-0.3421179499635343,-0.3399598828937209,-0.35661279908402493,-0.3013376409787742,-0.34664191618461726,-0.296840549071972,-0.2390636165069775,-0.39134856562556136,0.27149975115157765,2.1639683388627486,-0.8233750004623649,-0.7848836426061162,-0.1324034865073409,-0.21006885553507745,0.3221518092298297,0.21757377248152115,0.6319832583984627,0.9716057037053518,0.3329489494227043
ihs,-0.5156639125863728,-0.519185738268682,-0.5151126800719928,-0.5195898743744083,-0.5200516121406372,-0.5147599722981041,-0.21026198501598845,-0.5208438360810587,-0.4458004435747602,1.0260278137890115,-0.35118577713912863,-0.885311801668172,-0.9658001944758087,3.26965281536891,0.3827838756244295,-0.6615637996067222,-0.4108412768901642,1.5104721539016974,1.1306716916042563,0.2363645539037152
nih,-0.4762744487212515,-0.4743626585158138,-0.4770476527772979,-0.475483884296648,-0.47948711048989423,-0.29962111433801725,-0.10295942459821535,1.0620495336344287,1.0954649018080305,-0.8634512944832343,-0.38358593235830796,-2.296474112150479,2.0253516589533853,-0.11570673982624528,0.9807103890027138,-0.40326686557983393,0.868482801438937,-0.12987033026090897,-0.19934675299017765,1.1448790365488672
os,-0.4849420608893542,-0.4848946729376807,-0.4844381323041551,-0.42844326260427695,-0.496628462728783,-0.486266676348644,-0.34172559007631453,-0.5315561316179462,-0.1963404052241234,-0.02324149904712569,1.8044002776860941,-0.5006743744102888,-0.4544996634633596,-0.1761913917339027,0.5774268590535421,0.4454269665482786,0.029028398593328203,0.8818641936793302,0.744522944155148,0.6071726836702651
samhsa,-0.2143267266687204,-0.15090850305237768,-0.20822704693645608,-0.14408857301669614,-0.21739689628911216,-0.213561862369154,-0.23721201469807518,-0.22863346830195794,-0.23860653649760918,1.7154899569325024,-0.33232313277176245,-0.37970158873173454,-0.9596906059164031,-0.08196479593661858,0.6652420059113437,-0.2298177978016377,0.9194231370396261,-0.3851260124449105,0.5019341806136248,0.41949628093616487
