,0.12,0.403,0.597,15.0,62.0,79.0,458.0,758.0,805.0,3173.0,4246.0,5381.0,10237.0,11991.0,16429.0,18358.0,35074.0,51901.0,76738.0,86975.0
intercept,-0.5359716747738346,-0.3315415823523622,-0.493716298421754,-0.4636146066821897,-0.4354982448684028,-0.4448722196634285,0.03689262757159718,0.3419979857831123,0.44139689715040514,2.380738110950133,1.503897553110486,-0.5228221896386025,-0.2975151535842956,0.3795519269387353,1.3564606121166625,0.9486065762224427,-0.13152306362434027,-0.14241713951642193,-0.551189464012289,-3.0388606527056865
acf,-0.0661720494481792,-0.05113293771029648,-0.05029241237578137,-0.034581769992993616,-0.06858585227422673,-0.0672424130488395,-0.07527349736366341,-0.08561070987516868,-0.019030246677148116,-0.2696919003157065,-0.3970756213572376,-1.0038958322407723,-0.7055294960920259,-0.07889827218597574,-0.4891440818539447,1.5923136799373316,0.3025455430076958,0.32981870102181426,0.8893598670310411,0.34811930181404777
acl,-0.03297918374851858,0.19811349018075983,-0.0015331210641500355,-0.03321368608051622,-0.03324370112905538,-0.03316670206453382,-0.03696264819598459,-0.04826685139828805,-0.05232224581525107,-0.3592271628950177,-0.28502824242653624,-0.2920847196931122,-0.6587417740666388,0.029357059882164603,0.16062486462541115,-0.012111339901232266,0.8986651662255108,-0.3504321771951357,0.5367290576935465,0.4058239170665798
ahrq,-0.08187040291320916,0.07028847358867592,-0.06716719938416904,-0.0829995093508545,-0.08290567057107201,-0.08166264903085192,-0.08980231074186601,-0.09487141003795015,-0.1000731598515165,0.4159237035440055,-0.29589260558330654,-0.25806963881238637,-0.41297819076280734,-0.035270649894123804,-0.25151324815658593,0.023692080251375935,0.9425430530203485,-0.4241264708112643,0.4947921081131646,0.4119636973843859
aspr,-0.9415222446109016,-0.9602083449436912,-0.9279450620920904,-0.9337611611843117,-0.9895650944871024,-0.9663244875648881,-1.0715160526629288,-1.113073949684206,-1.131281136637865,0.6348147999555412,-0.6391151514813213,2.1841896562963794,2.4223707334936897,-0.4083947334207493,2.4562284069681963,0.38617576965385086,-0.3900347423677802,1.3062300566146559,-0.8001528071066211,1.882885545262195
Centers for Disease Control and Prevention,-0.5427465790396526,-0.5404510053640719,-0.5458139846843219,-0.5502161978533887,-0.324504650459537,-0.5447208019829141,-0.14440639671197272,-0.35279566126027645,-0.31335153356054174,0.15529443541926596,-0.44381459393191575,0.9410558545975675,-0.2581266542828757,-0.14712781646871248,1.5793960998531213,0.08233017247587687,0.4721060029673734,0.30482963064648644,0.1999640237913953,0.9730996558490957
Centers for Medicare and Medicaid Services,-0.2642944792940867,-0.2623116137563075,-0.2624248107625055,-0.2642560741761288,-0.27056818430712803,-0.2633986714090482,-0.29551909142596133,-0.27575951243304436,-0.3009454417931847,0.019698921868710455,2.0468225739409687,-0.4158388022262927,-0.595076314230922,-0.10404688744746217,-0.5304120242169983,-0.09734570675610711,0.3377284858605463,0.5352787481169056,0.9363347840094236,0.32633410043865135
Food and Drug Administration,-0.33312912104381787,-0.33161699484400387,-0.33580043390002495,-0.3374112492853247,-0.3439167561026899,-0.3059374591514072,-0.34834391006047194,-0.18735512686299052,-0.3517165059461941,-0.9699635175203513,-0.5104221515141111,0.8230782391028632,0.4958693654886916,-0.16151168262490898,-0.8494055662847902,2.019611128243145,-0.16879772864428264,0.9052835130454594,0.5135899037005403,0.777896054204723
hrsa,-0.3470776764408869,-0.34211794782991317,-0.3399598845079693,-0.356612801537879,-0.30133764185630235,-0.34664191859564353,-0.2968405457053051,-0.23906362223976838,-0.3913485775159566,0.27149975692244,2.1639683240648018,-0.8233749857272036,-0.7848836336473844,-0.13240348825116338,-0.21006885905991504,0.3221518094471397,0.2175737678985863,0.631983259477941,0.9716057150717753,0.33294895003263847
ihs,-0.5156639078842833,-0.5191857328360813,-0.5151126782302896,-0.5195898730908611,-0.5200516098887364,-0.5147599710858892,-0.21026197322199583,-0.520843838098808,-0.4458004499359769,1.0260277833562403,-0.35118577772476867,-0.8853117980867745,-0.9658001821397012,3.2696527979051186,0.38278386771503087,-0.6615638089299201,-0.41084128022873667,1.5104721546300728,1.1306717186115636,0.23636455916482693
nih,-0.4762744476431963,-0.474362657168901,-0.47704765446151215,-0.4754838863077712,-0.47948711174381903,-0.29962111606913844,-0.10295941937778172,1.0620495292167418,1.0954648930520399,-0.8634512892419993,-0.38358592674119973,-2.296474105534826,2.025351664773938,-0.11570674110777827,0.9807103954559712,-0.4032668711501625,0.8684828033045197,-0.1298703291054682,-0.19934677656609584,1.1448790464164302
os,-0.4849420593017317,-0.48489467068197417,-0.4844381340689934,-0.42844326448052567,-0.49662846430862817,-0.4862666790006987,-0.341725585705235,-0.5315561389536767,-0.19634041335676705,-0.023241494667941686,1.8044002642295411,-0.5006743643606355,-0.45449966280395554,-0.17619139259921507,0.5774268611177501,0.4454269682227854,0.029028393664743888,0.8818641950027927,0.7445229543006601,0.6071726877517332
samhsa,-0.21432672499441158,-0.15090850079332327,-0.2082270476655756,-0.14408857350147858,-0.21739689678257257,-0.2135618638316715,-0.23721201116332077,-0.22863347707169465,-0.23860654956207566,1.7154899610622598,-0.3323231332253153,-0.37970158191871717,-0.9596905924908342,-0.081964797791092,0.6652420165132742,-0.22981780188793047,0.9194231364001701,-0.3851260114860276,0.501934171672143,0.41949627851816107
