,0.0,0.18,0.27,0.55,32.0,75.0,80.0,115.0,137.0,337.0,643.0,1798.0,2151.0,2303.0,2515.0,3842.0,7693.0,11899.0,14050.0
intercept,-1.9288386221402323,-0.7919015808506586,-0.5440562306159232,-1.1165194789425075,-1.3974412368323905,1.5372374490216445,0.3134875991264792,-0.4379730434759727,0.6188030934451858,1.8505488379563315,-0.8227438241518957,0.5589093059922482,0.617484361703623,1.1102609514075241,0.8622601799057491,1.0407053971751896,0.31996044852613853,-0.32542256614875226,-1.4647610411017469
staff_involved,-2.040436556385557,1.9603594760263756,1.283998000973199,2.7848316617660647,-2.8807324580760434,1.3245009176948705,-0.6948076223476771,-1.215935629728934,1.1726074927481664,0.10852128500026688,-3.607929186784404,0.06706283500481192,2.4912088963053973,0.9420887520278163,-0.849753030388392,-1.5951493958484648,0.027686699054979703,0.269701309350854,0.4521765536066698
acf,-0.06935396178302092,-0.12300592390088597,-0.13913863401662074,-0.11304002122745012,-0.19707865059055363,-0.41801076208791427,-0.06429300486532574,-0.113117286246697,-0.09969607491444835,-0.012461518710650644,-0.3153185002385474,-0.8206000267479758,-0.5033634541270539,1.3327308107272962,0.5395949404651261,-0.20579358728863503,0.2795466178609028,0.790734101213135,0.25166493647928806
acl,-0.23604487545856667,-0.36918850919447643,-0.41514813441823134,-0.11392616985759925,-0.18963514709281737,-0.31923545840926876,-0.41216095451546764,-0.3498159539705189,-0.01056554735721449,1.5392895714041144,-0.14521717089454547,-0.3127015198733353,-0.13607540655296282,-0.11150267921247094,-0.2024174304908503,0.07233481734332378,0.9153609755591342,0.5535356610757104,0.24311393191601385
ahrq,-0.16347424996638854,-0.13362545956158492,-0.14762136237170018,0.013556087258908835,-0.22854023925683226,-0.2611380518626584,-0.16442951912772721,-0.16639152488860154,-0.026175169645812,-0.0012125647629848794,0.24747983464402565,-0.19992716579661168,-0.12231259380328048,-0.08475432265573728,-0.21025109739627537,-0.0854938012612644,0.9749017409322149,0.5192211469180726,0.24018831260420545
aspr,-1.53405343785632,-0.9725009545783803,-0.8906121194524227,-1.14856252952442,0.8456896659811556,-0.5894620583392572,-1.1643916544971107,-1.2584736094179954,-0.29716883513578374,-0.888272894918374,-0.08441549179562081,2.1280561075678133,1.8329267121490265,0.6272628230151431,0.4052330321301997,2.396166906587301,-0.4780683486099587,-0.7891296968103938,1.859776383505407
cdc,-0.5580871999884582,-0.516170201379057,-0.5384147433800814,-0.5114397430244878,-1.179285925177989,-0.37722741589877395,-0.26961613696478215,-0.1508133025386018,-0.08957253050930979,0.03172918040888734,0.4320798363485337,0.7088060425834416,0.3786350379775393,0.09590386752944646,-0.01790433013634537,1.040177434930573,0.49668734743031334,0.2602123219812194,0.7643004598079087
cms,-0.16386077705664762,-0.4790103345094827,-0.41856395817170533,-0.5418880909179422,-0.2616539350301848,1.671963599856427,-0.2441948568105359,-0.2087265735544718,-0.1307495686002093,-0.2555944693875653,-0.037293794992075725,-0.3356180978503488,-0.22398582009225584,-0.17151510792837468,0.6424489622805042,-0.23599904421168968,0.31313576242093816,0.8259216088073229,0.2551844957482635
fda,-0.12055122409749221,-0.38442433117339725,-0.36114555672457005,-0.4180510062022234,-0.596650261501193,-0.5502928914505436,-0.18836821665445241,-0.17787088051831212,-0.1833148656563192,-0.5060526379848855,-0.41300522678678325,0.507923668873667,-0.1853254966826513,1.7979883998627417,0.9356789929011219,-0.03321920145703946,-0.22524484749095022,0.4368311723172336,0.6650944104260282
hrsa,-0.2777359115514229,-0.563923513535079,-0.5069888204272516,-0.6292166806621527,-0.3645175117444626,1.7774355130858233,-0.3429774230251953,-0.22878864650334066,-0.1524282666448248,0.017525120584820166,0.061621257556693204,-0.6342415446474325,-0.29462968449860555,0.2265687053566695,0.7017126777741977,-0.10049054841122894,0.18381668925041914,0.8558191965695172,0.27143939147282353
ihs,-0.6545811371273893,-0.7040538255887072,-0.5636128678415192,-0.8817449948917502,-0.8110909216881608,-0.3586071168268298,-0.2881753434820209,-0.07712672778111515,2.5965812769553986,-0.3207564793456602,1.0371675917085437,-0.5415986949330904,-0.09265002573260392,-0.5474284208144441,1.3324208207281405,0.1409425521096792,-0.5089939694242567,0.9476743109278574,0.29563397304791134
nih,-0.9130210511171397,-0.3266351808472026,-0.34536450282395986,-0.37249437663411467,1.8659664031819279,-0.2812045944866359,0.7388274608024242,-0.4722449440362498,-0.05622636426340359,-0.5290914731222724,-1.17644158643451,-1.3137008418966234,1.131851779766387,-0.3124866868026164,-0.3180815747438286,0.9732542647523038,0.9180299972566418,-0.055534836322705755,0.8445981077715559
os,-0.5085020694825719,-0.7252592279618122,-0.6757442553502216,-0.7940846811674381,-0.306349939253582,1.5213754480542951,-0.24212383634302093,-0.37268912648793756,-0.18305545751350938,0.05811256607767081,-0.14248059126477802,-0.39265819385532785,-0.0030981430976934473,0.4095820728400107,0.7449755644848006,0.4203031438520381,-0.015598528442414883,0.6762206609546492,0.5310745939568228
samhsa,-0.39283890123574317,-0.21823075422076604,-0.25147237202321354,-0.1152932061053918,-0.6545643574274621,-0.26561833004578617,-0.34675942342981464,-0.3866515413786169,-0.02997877588088436,0.6659093086652073,0.8989678366307309,-0.26066765163130706,-0.07275691639288341,-0.2583208633154978,-0.3117378734861595,0.2631834438323195,0.9489632299974118,0.5348252341329541,0.25304191331488035
