,0,1,2,3,4,5,6,7,8,9
intercept,-0.11321092338507367,-0.9806565522064292,-0.40913021343459466,0.15259463537160478,-0.5039329903500108,0.3693873348893643,-0.3599363438040112,-0.0280460312041473,2.2004574802142924,-0.32752639609098105
1,0.06290560863371142,-0.05472464311153487,-0.049803106334745155,0.3573561182670099,-0.1740333954170198,0.15913899942058932,-0.058084509893386774,0.1154201791393715,0.0069871304073777125,-0.3651623811113725
2,-0.1354740493019828,-0.030233517250869455,0.19395943244808636,-0.13360365176867955,-0.21386662856267885,0.8531290510815422,-0.30654564705156867,0.003204567206247918,0.06698305970827226,-0.29755261650837
3,0.13625880065528242,0.2264742904315524,0.08640039999588275,0.18602599703079076,-0.9858271436123413,-0.21367446647610766,-0.1842961362009636,0.38673655354504505,-0.15373822064309503,0.5156399252739595
4,-0.11932615930433235,-0.9343806071646097,0.02806946425009276,1.001760757367485,-0.6472762218423592,0.07512951734933701,-0.23411948434308497,0.43561114111608834,0.07848415875406296,0.31604743381732514
5,-0.2946033973318492,1.0649021938654581,-0.1307093862815018,0.18458336041312276,-0.8183533839584833,0.6652141650718941,-0.42080060963317134,0.15613471548344263,-0.06396128715202914,-0.3424063704768778
6,-0.1708461105709007,-0.05346806522752548,-0.0962708702172738,-0.13828792893622902,-0.3076502816778,0.7549490647290812,-0.12585970155336673,0.3452739431159364,-0.4721722878980991,0.264332238236181
7,-0.06959805245037479,-0.05055497017083682,-0.012085606553470771,-0.01839186644091678,0.20464626606975636,-0.040431861437060596,-0.0009712110643245728,0.039849789567984975,-0.017734247420447095,-0.03472824010030781
8,-0.004111538132727391,-0.02445908926316028,-0.14778786505705377,-0.028602030902715885,-0.0021231482016764143,0.013000517309282195,-0.0007257089966320779,-8.038915691815815e-05,0.2115274591186652,-0.01663820671706354
9,0.034291890090053935,-0.8327310439532084,0.4088783868914992,0.17036103238122013,-0.13626423759698478,0.01598867066063376,-0.43156724991009965,0.12994156949257163,0.1272903128930039,0.5138106690513119
10,-0.1590863857361621,-0.8724436904210917,0.22625987747992654,0.352921331188058,-0.438790456655099,0.48344464909814305,-0.4225772330645231,0.11292403660672652,0.3431744789012775,0.3741733926027445
11,0.2595730343835326,-0.4870145440069917,-0.15232437220214548,0.18559045448914133,-0.47131242535452605,0.4694072510378549,-0.08682692122237612,0.15981909628416552,-0.07733137611786094,0.20041980270920584
12,0.20695801277217402,0.8421458020840308,0.6228773721532396,0.3385077339440952,-0.7664934444741073,-0.3416299270343824,-0.8617158778683567,0.5507091819925705,-0.6428066034546974,0.05144774988543656
13,0.12959488240773256,-0.03386559296812086,-0.1064691917707164,0.5509569624504643,-0.5828193057316048,-0.3238725696921724,-0.33500052603715136,0.038872852950067684,0.587042719334527,0.0755597690569755
14,-0.08541984129488524,-0.3219670227366438,-0.16870771210658989,0.26232959432631203,-0.2572997189482933,-0.08904805900440964,0.02333073005543934,0.07880376073284662,0.15897503632452284,0.39900323265170384
15,-0.09416773900149229,-0.05556279204534118,-0.0031484984121731394,0.046160034441223095,0.07131090651205038,-0.06625784250639505,-0.001943325343362464,0.2657776834100455,-0.012373826200163364,-0.14979460085439267
